MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
2.8676,30.0,6.205882352941177,1.2411764705882353,629.0,3.7,37.95,-121.22,0.769
2.25,39.0,3.820441988950276,1.2679558011049723,677.0,1.8701657458563536,34.38,-119.69,2.813
5.0762,11.0,5.91554054054054,1.0675675675675675,765.0,2.5844594594594597,35.54,-117.84,0.98
3.0139,45.0,4.796610169491525,1.0677966101694916,1076.0,2.2796610169491527,38.23,-122.63,1.941
3.7708,42.0,5.14873417721519,1.0632911392405062,848.0,2.6835443037974684,37.95,-122.33,1.446
3.4583,35.0,4.341288782816229,1.1097852028639619,1336.0,3.18854415274463,34.18,-118.46,2.532
5.5,16.0,5.097323600973236,1.094890510948905,963.0,2.343065693430657,33.66,-117.94,2.241
3.1801,29.0,4.814814814814815,1.0916179337231968,1589.0,3.0974658869395713,33.79,-117.99,1.905
7.8375,40.0,6.59375,1.0178571428571428,609.0,2.71875,34.21,-118.2,5.00001
2.4727,19.0,3.772296015180266,1.127134724857685,1399.0,2.6546489563567364,34.25,-118.29,1.75
2.4091,24.0,4.081534772182255,1.0719424460431655,1240.0,2.973621103117506,34.94,-120.45,1.155
4.9674,45.0,6.01,1.0625,926.0,2.315,37.99,-122.57,3.201
1.6575,35.0,5.588652482269503,1.4361702127659575,870.0,3.0851063829787235,35.32,-118.99,0.595
5.6889,33.0,7.150313152400835,1.0668058455114822,1528.0,3.1899791231732775,32.66,-117.06,2.346
6.1407,52.0,6.914285714285715,1.0505494505494506,1143.0,2.512087912087912,37.79,-122.49,5.00001
4.1071,29.0,4.871254162042176,0.9689234184239733,2069.0,2.2963374028856824,33.79,-118.33,3.656
4.55,28.0,6.037356321839081,0.9683908045977011,1061.0,3.0488505747126435,33.92,-117.5,1.468
1.871,31.0,5.3628318584070795,1.1792035398230087,1360.0,3.0088495575221237,37.77,-122.17,0.907
4.0272,45.0,4.583720930232558,1.0209302325581395,1245.0,2.895348837209302,34.13,-118.24,2.605
2.7137,7.0,4.700305810397554,1.2140672782874617,1816.0,2.776758409785933,34.27,-118.77,1.964
6.822,41.0,4.982352941176471,1.0176470588235293,344.0,2.023529411764706,33.87,-118.43,5.00001
2.75,27.0,3.4122340425531914,1.0797872340425532,1063.0,2.827127659574468,33.65,-117.93,2.75
3.9261,12.0,5.657303370786517,1.0449438202247192,1027.0,2.884831460674157,35.63,-117.76,1.013
6.6125,42.0,6.256484149855908,1.043227665706052,887.0,2.5561959654178676,37.93,-122.53,3.932
1.1553,12.0,4.238888888888889,1.1314814814814815,919.0,1.701851851851852,38.54,-122.81,1.393
2.3015,39.0,3.487012987012987,1.0487012987012987,1613.0,5.237012987012987,34.04,-118.19,1.317
1.1471,14.0,6.44131455399061,1.812206572769953,436.0,2.0469483568075115,36.0,-116.22,0.329
2.8519,17.0,5.047808764940239,1.0298804780876494,1764.0,3.5139442231075697,37.43,-120.79,0.807
10.4286,52.0,7.91970802919708,0.9817518248175182,784.0,2.8613138686131387,37.57,-122.35,5.00001
3.0313,43.0,6.35,1.1166666666666667,259.0,4.316666666666666,33.97,-118.22,1.661
6.1388,30.0,5.93026941362916,1.0031695721077654,1721.0,2.7274167987321714,37.33,-121.98,3.024
1.2857,36.0,3.7245762711864407,1.1101694915254237,1034.0,4.38135593220339,34.01,-118.25,0.993
2.875,34.0,4.772151898734177,1.1729957805907174,560.0,2.3628691983122363,37.69,-122.13,1.617
4.2619,17.0,4.593511450381679,1.0286259541984732,1422.0,2.713740458015267,33.88,-118.07,1.397
1.9238,39.0,3.996941896024465,0.9694189602446484,1862.0,2.8470948012232418,38.13,-121.27,0.707
2.0817,40.0,4.565683646112601,0.9705093833780161,1208.0,3.2386058981233243,37.95,-121.25,0.553
5.237,32.0,6.187817258883249,0.9746192893401016,634.0,3.218274111675127,33.8,-117.95,2.157
7.5696,4.0,8.026178010471204,1.1570680628272252,545.0,2.8534031413612566,34.87,-120.45,3.287
4.4038,45.0,4.571847507331379,0.8944281524926686,891.0,2.6129032258064515,33.98,-118.36,2.594
1.7083,44.0,6.839357429718875,1.4377510040160641,789.0,3.1686746987951806,33.99,-118.31,1.0
5.5289,43.0,5.711340206185567,0.9664948453608248,918.0,2.365979381443299,32.74,-117.24,2.977
2.7264,32.0,4.547846889952153,0.9569377990430622,946.0,2.263157894736842,33.63,-117.91,3.111
2.4141,13.0,5.37910447761194,1.0507462686567164,1598.0,2.3850746268656717,40.64,-122.39,0.787
2.7969,38.0,4.626707132018209,1.078907435508346,2167.0,3.2883156297420335,37.79,-122.22,1.417
2.8682,27.0,5.175531914893617,0.973404255319149,1841.0,3.2641843971631204,34.04,-117.39,0.964
4.5735,39.0,5.284848484848485,1.0272727272727273,1048.0,3.175757575757576,33.89,-118.14,1.955
5.4886,6.0,6.739217652958876,1.0190571715145436,2699.0,2.7071213640922767,38.54,-122.75,2.542
2.0119,17.0,5.388781431334623,1.081237911025145,1528.0,2.955512572533849,40.66,-122.36,0.758
1.7244,32.0,3.8210526315789473,1.0273684210526315,1715.0,3.610526315789474,33.93,-118.29,1.112
1.1875,17.0,3.017605633802817,1.0070422535211268,1590.0,2.7992957746478875,34.06,-118.13,1.839
3.375,4.0,3.7699530516431925,1.1690140845070423,815.0,1.9131455399061033,33.65,-117.58,5.00001
2.8472,35.0,4.399361022364217,1.1182108626198084,792.0,2.5303514376996805,32.83,-117.2,1.614
4.2262,14.0,6.540913921360255,1.0988310308182785,2407.0,2.5579171094580233,38.67,-121.25,2.443
3.1012,34.0,3.6923076923076925,0.9467455621301775,1960.0,5.798816568047338,33.9,-118.18,1.404
3.375,42.0,5.095541401273885,1.0907643312101911,1668.0,2.656050955414013,34.14,-118.07,2.604
4.1597,37.0,4.371584699453552,0.953551912568306,1012.0,2.7650273224043715,34.2,-118.54,2.016
5.8518,23.0,5.751807228915663,1.0072289156626506,1008.0,2.4289156626506023,33.87,-118.38,3.379
3.9926,14.0,5.555555555555555,1.0098039215686274,1867.0,3.0506535947712417,36.32,-119.77,0.925
