MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedianHouseValue
4.7463,6.0,6.094936708860759,0.9588607594936709,965.0,3.0537974683544302,36.75,-119.69,0.931
3.8462,52.0,6.281853281853282,1.0810810810810811,565.0,2.1814671814671813,37.85,-122.25,3.422
5.5701,34.0,7.170616113744076,1.09478672985782,545.0,2.5829383886255926,37.76,-122.14,2.528
1.9479,26.0,4.267326732673268,0.9801980198019802,984.0,3.2475247524752477,37.76,-122.19,0.858
3.3292,31.0,4.682203389830509,1.0995762711864407,1047.0,2.218220338983051,33.94,-118.12,2.713
3.1653,44.0,4.47675962815405,1.0544488711819389,1738.0,2.308100929614874,37.78,-122.48,3.353
4.25,24.0,5.35343618513324,1.1037868162692848,1656.0,2.3225806451612905,33.78,-117.84,2.48
2.0625,15.0,4.538775510204082,1.0448979591836736,411.0,1.6775510204081632,34.4,-119.51,3.143
6.7196,23.0,7.158045977011494,1.0057471264367817,863.0,2.4798850574712645,32.79,-117.04,3.068
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.861
5.1629,20.0,6.178787878787879,1.1303030303030304,862.0,2.6121212121212123,37.73,-121.46,2.229
10.0549,44.0,7.083665338645418,1.0,641.0,2.553784860557769,34.15,-118.44,5.00001
3.3008,26.0,4.177777777777778,1.0747474747474748,1434.0,2.896969696969697,37.55,-122.01,2.242
5.0234,37.0,5.774941995359629,1.0533642691415313,1215.0,2.8190255220417635,34.25,-118.27,2.576
4.9028,14.0,6.372151898734177,1.008860759493671,2124.0,2.688607594936709,37.1,-121.63,3.35
2.9632,44.0,5.2696969696969695,1.0393939393939393,872.0,2.6424242424242426,37.75,-122.5,2.863
4.3288,23.0,6.065217391304348,0.9347826086956522,1407.0,3.0586956521739133,38.55,-121.38,1.337
6.6988,26.0,7.2,0.9566265060240964,1371.0,3.3036144578313253,34.0,-117.99,3.825
4.875,30.0,4.206030150753769,1.07035175879397,606.0,3.0452261306532664,37.69,-122.47,2.588
10.076,12.0,6.994535519125683,0.9972677595628415,907.0,2.478142076502732,34.1,-118.66,5.00001
3.3438,18.0,5.622596153846154,1.0649038461538463,1097.0,2.637019230769231,35.48,-120.67,1.761
1.4821,27.0,4.230326295585413,1.1477927063339732,1656.0,3.1785028790786947,32.71,-117.08,0.862
